写写,16.678823738016092,neg,2,v
备货,16.671460349602604,neg,2,n
智能手机,16.667469896170008,neg,4,n
风景图,16.6523515266549,neg,3,n
华美,16.630818365105256,neg,2,nz
想念,16.56042903721386,neg,2,v
真的,16.535506817776117,neg,2,d
力度,16.513709587323415,neg,2,n
冷风机,16.408425943768812,neg,3,n
xjb,16.408425943768812,neg,3,eng
苦,16.408425943768812,neg,1,a
乱说一通,16.408425943768812,neg,4,i
虚,16.408425943768812,neg,1,d
装箱,16.338036615877414,neg,2,n
原则上,16.338036615877414,neg,3,d
比如,16.32436167898034,neg,2,v
手速,16.297394631380065,neg,2,n
百兆,16.28978144727019,neg,2,nz
量,16.215780865826414,neg,1,n
新款,16.201100970521303,neg,2,n
和谐,16.14539153793502,neg,2,a
境,16.14539153793502,neg,1,s
超乎,16.145391537935016,neg,2,v
深空,16.08649784888145,neg,2,s
ldquo,16.067389025933743,neg,5,eng
迅捷,16.03657262354977,neg,2,a
高要,16.016108520990052,neg,2,a
面上,16.016108520990052,neg,2,f
rdquo,16.00738171656947,neg,5,eng
抓紧,15.975466536492704,neg,2,v
怪,15.823463443047658,neg,1,v
五大,15.823463443047654,neg,2,j
typ,15.80435462009995,neg,3,eng
挺顺,15.80435462009995,neg,2,d
吉音,15.738574545461141,neg,2,n
出手,15.720369950083553,neg,2,v
生产,15.707986225627721,neg,2,vn
海思,15.697932560963798,neg,2,nr
继续,15.66697282829707,neg,2,v
老少,15.601071021711206,neg,2,r
无法,15.579671808928047,neg,2,n
晒图,15.560429037213863,neg,2,v
趁现在,15.560429037213861,neg,3,l
牙,15.560429037213861,neg,1,n
不凡,15.56042903721386,neg,2,d
眼睛,15.501535348160294,neg,2,n
瑕不掩玉,15.482426525212588,neg,4,i
塞下,15.449067928266157,neg,2,s
考证,15.4182069645614,neg,2,v
各款,15.40842594376881,neg,2,r
加速器,15.390504035771551,neg,3,n
色,15.383731054911307,neg,1,ng
提,15.371395212823844,neg,1,v
杠杠,15.339637945370223,neg,2,n
近乎,15.338036615877417,neg,2,d
评定,15.338036615877414,neg,2,v
文件尺寸,15.338036615877414,neg,4,l
改正,15.338036615877414,neg,2,v
高空,15.338036615877414,neg,2,n
学哈,15.338036615877414,neg,2,n
里,15.237902912565758,neg,1,f
去,15.231202660872725,neg,1,v
听,15.203143423809092,neg,1,v
质,15.186033522432364,neg,1,ng
就行,15.134503221792283,neg,2,d
恰逢,15.08649784888145,neg,2,v
募,15.086497848881447,neg,1,vg
平时,15.072070596705995,neg,2,t
碎屏,15.067389025933746,neg,2,n
十来,15.067389025933746,neg,2,m
批,15.029914320515083,neg,1,q
博君一,15.016108520990052,neg,3,nr
车牌号,14.975466536492705,neg,3,n
探讨,14.890577638906194,neg,2,v
相信,14.878608222551714,neg,2,v
无感,14.823463443047658,neg,2,n
黛,14.823463443047658,neg,1,nr
憋,14.823463443047656,neg,1,zg
口气,14.823463443047656,neg,2,n
当家,14.823463443047656,neg,2,n
传播,14.823463443047656,neg,2,vn
说起,14.823463443047656,neg,2,v
职业,14.80435462009995,neg,2,n
把持,14.802704882880857,neg,2,v
乔布斯,14.75307411515626,neg,3,nr
看起,14.704818946549036,neg,2,v
兜里,14.685959919297723,neg,2,s
美照,14.6523515266549,neg,2,ns
但是,14.622402232012067,neg,2,c
考察,14.60107102171121,neg,2,v
爹妈,14.60107102171121,neg,2,n
评估,14.60107102171121,neg,2,vn
预计,14.601071021711208,neg,2,vn
厌烦,14.601071021711206,neg,2,v
首屈一指,14.601071021711206,neg,4,i
圈圈,14.601071021711206,neg,2,n
mate8,14.601071021711206,neg,5,eng
不显,14.601071021711206,neg,2,d
反正,14.57738435399644,neg,2,d
耍,14.560429037213861,neg,1,v
看惯,14.501535348160294,neg,2,n
映入眼帘,14.482426525212588,neg,4,l
接头,14.482426525212588,neg,2,v
青年,14.449067928266157,neg,2,t
耳膜,14.449067928266157,neg,2,n
够买,14.444951819793925,neg,2,v
家人,14.397921372088945,neg,2,n
现实,14.39050403577155,neg,2,n
下图,14.330423431767539,neg,2,v
口齿清晰,14.279142926823845,neg,4,l
Bixby,14.279142926823845,neg,5,eng
美好生活,14.238500942326501,neg,4,i
夸张,14.2385009423265,neg,2,v
验证,14.221577639290032,neg,2,v
对不住,14.219392119378796,neg,3,v
最早,14.171386746467961,neg,2,d
紫色,14.160820543541279,neg,2,n
随身,14.160498430325227,neg,2,d
进一步,14.157464370235592,neg,3,d
试机,14.12943223224486,neg,2,n
方面,14.123463022955525,neg,2,n
领先,14.08649784888145,neg,2,n
免除,14.067389025933743,neg,2,v
天黑,14.067389025933743,neg,2,ns
不到,14.028712042536108,neg,2,v
MVP,14.016108520990052,neg,3,eng
百香果,14.016108520990052,neg,3,n
个人,13.979053974698122,neg,2,n
再入,13.975466536492705,neg,2,d
青色,13.975466536492704,neg,2,n
边,13.971020631461512,neg,1,d
考验,13.948994325131515,neg,2,vn
iOS,13.92299911659857,neg,3,eng
彩,13.905925603239629,neg,1,n
加价,13.905925603239627,neg,2,v
现如今,13.897464024491434,neg,3,t
骚气,13.897464024491432,neg,2,v
拉满,13.875930862941791,neg,2,nr
中杯,13.864105427545002,neg,2,nz
伶俐,13.864105427544999,neg,2,a
青山,13.823463443047658,neg,2,ns
尺子,13.823463443047656,neg,2,n
妹子,13.823463443047656,neg,2,n
创造,13.823463443047656,neg,2,v
溢胶,13.823463443047654,neg,2,n
原谅,13.75307411515626,neg,2,nr
检查一下,13.75307411515626,neg,4,n
加强,13.734337552574672,neg,2,v
感觉,13.716413475812338,neg,2,n
造,13.704818946549036,neg,1,v
想必,13.69418042610269,neg,2,d
新品,13.685959919297721,neg,2,n
拼,13.653538441605344,neg,1,v
无限,13.601071021711206,neg,2,v
落地,13.601071021711206,neg,2,n
肖,13.601071021711206,neg,1,nr
删,13.57553592960407,neg,1,v
发黄,13.57553592960407,neg,2,v
考究,13.556676902352756,neg,2,vn
随便,13.538279759946105,neg,2,d
检验,13.530681693819812,neg,2,vn
自我,13.530681693819812,neg,2,r
拍拍,13.52682064457104,neg,2,v
硬件,13.51603491785541,neg,2,n
显像,13.501535348160292,neg,2,v
泄漏,13.482426525212588,neg,2,v
称霸,13.482426525212588,neg,2,v
能充,13.482426525212588,neg,2,v
客官,13.482426525212588,neg,2,n
傻傻,13.482426525212588,neg,2,v
青绿色,13.482426525212588,neg,3,n
未有,13.482426525212588,neg,2,v
哈苏,13.463758669329014,neg,2,ns
发掘,13.463567497961273,neg,2,v
尚未,13.431146020268894,neg,2,d
单手,13.290031242966583,neg,2,n
游畅,13.279142926823845,neg,2,nr
昕,13.279142926823845,neg,1,g
玩机,13.279142926823845,neg,2,n
显挺,13.279142926823845,neg,2,a
传,13.2385009423265,neg,1,n
鲜亮,13.238500942326498,neg,2,a
试下,13.219392119378796,neg,2,v
太爱,13.219392119378796,neg,2,nr
改进,13.212505733793554,neg,2,v
太棒了,13.210822666653193,neg,3,nr
室内,13.168111614435102,neg,2,s
能出,13.160498430325227,neg,2,v
有待,13.159843998451501,neg,2,v
深入,13.153612044739987,neg,2,v
好听,13.122431082401006,neg,2,v
每年,13.100997418576565,neg,2,r
补,13.036867081156847,neg,1,v
兔子,13.016108520990052,neg,2,n
扁,13.016108520990052,neg,1,a
渐渐,13.016108520990052,neg,2,d
闪进,13.016108520990052,neg,2,v
父辈,13.016108520990052,neg,2,n
完胜,13.016108520990052,neg,2,v
胶带,13.016108520990052,neg,2,n
夜色,12.975466536492705,neg,2,n
有意思,12.975466536492705,neg,3,l
村,12.975466536492705,neg,1,zg
分屏,12.967853352382829,neg,2,n
一大,12.905925603239627,neg,2,a
德,12.897464024491434,neg,1,ns
应急,12.89746402449143,neg,2,vn
近距,12.864105427544999,neg,2,n
亲们,12.85998931907277,neg,2,n
干,12.854395302599546,neg,1,v
标志,12.83796301274277,neg,2,n
备,12.830349828632894,neg,1,v
称,12.823463443047656,neg,1,v
兼顾,12.819711308186548,neg,2,v
素皮,12.805541535050393,neg,2,n
锁屏,12.793716099653604,neg,2,v
价格便宜,12.771456139579326,neg,4,n
很美,12.745460931046383,neg,2,zg
完善,12.740474078376625,neg,2,v
压手,12.719715518209826,neg,2,n
绚丽,12.712432130658911,neg,2,a
易于,12.69418042610269,neg,2,v
日后,12.668185217569745,neg,2,t
没货,12.653538441605344,neg,2,l
屏险,12.6523515266549,neg,2,n
轻飘飘,12.641713006208555,neg,3,z
自配,12.601071021711206,neg,2,vn
开关,12.584306139231801,neg,2,v
轻重,12.568649544018829,neg,2,a
靓,12.542507129216599,neg,1,a
打游戏,12.513774604620515,neg,3,l
很巴,12.482426525212588,neg,2,d
逆天,12.482426525212588,neg,2,vg
中等偏上,12.431146020268898,neg,4,l
教,12.404424013211315,neg,1,v
插口,12.390504035771551,neg,2,n
磕碰,12.356895643128729,neg,2,v
送来,12.320963102518473,neg,2,v
易握,12.279142926823845,neg,2,v
讚,12.279142926823845,neg,1,x
爸用,12.279142926823845,neg,2,n
实物图,12.279142926823845,neg,3,n
同,12.279142926823845,neg,1,p
风骚,12.279142926823845,neg,2,n
外盒,12.279142926823845,neg,2,n
简而,12.279142926823845,neg,2,d
涩,12.279142926823845,neg,1,a
涟漪,12.279142926823845,neg,2,n
符合标准,12.279142926823845,neg,4,n
弄不好,12.279142926823845,neg,3,v
背上,12.279142926823845,neg,2,f
IQCCZ3,12.279142926823845,neg,6,eng
吧,12.27050497585806,neg,1,y
撑,12.186033522432364,neg,1,v
噪点,12.186033522432364,neg,2,n
观望,12.186033522432364,neg,2,v
过卡顿,12.123023724906565,neg,3,nr
极为,12.086497848881447,neg,2,d
耐用度,12.016108520990052,neg,3,n
毫发无损,12.016108520990052,neg,4,l
充沛,12.016108520990052,neg,2,a
受伤,12.016108520990052,neg,2,v
哪些,12.016108520990052,neg,2,r
特大,11.98963630962886,neg,2,a
玩儿,11.979926184683404,neg,2,n
证明,11.975466536492705,neg,2,n
全屏,11.975466536492704,neg,2,n
参考,11.967853352382829,neg,2,v
亮面,11.957214831936483,neg,2,n
耐心,11.93315573163474,neg,2,a
不止,11.897464024491434,neg,2,v
夜视仪,11.823463443047656,neg,3,n
手握,11.809657643522623,neg,2,v
伤,11.793716099653603,neg,1,v
牛,11.793716099653603,neg,1,n
黄,11.781986807071497,neg,1,a
致敬,11.781986807071497,neg,2,v
运转,11.738574545461141,neg,2,vn
软硬件,11.69418042610269,neg,3,l
开发,11.69418042610269,neg,2,v
磕,11.69418042610269,neg,1,v
微,11.675071603154985,neg,1,n
大家,11.597415029664782,neg,2,n
送达,11.560429037213861,neg,2,v
太强大,11.528230214825713,neg,3,nz
易懂,11.513608180460867,neg,2,nr
存,11.510440901382184,neg,1,v
便携,11.501535348160294,neg,2,b
握住,11.501535348160292,neg,2,v
残党,11.482426525212588,neg,2,n
按压,11.482426525212588,neg,2,v
出行,11.482426525212588,neg,2,v
色泽,11.482426525212588,neg,2,n
唰,11.431146020268898,neg,1,zg
小可爱,11.431146020268898,neg,3,nr
呆,11.431146020268898,neg,1,v
不贵,11.431146020268892,neg,2,d
细节,11.42087768481507,neg,2,n
占用,11.390504035771551,neg,2,v
星云,11.386058130740356,neg,2,n
极具,11.386058130740356,neg,2,n
是不是,11.369597346278676,neg,3,l
主力,11.344923001462654,neg,2,n
好像,11.344923001462654,neg,2,v
新机,11.317935409820905,neg,2,n
装,11.312501523770276,neg,1,v
可,11.295638127180617,neg,1,v
尾款,11.279142926823846,neg,2,n
云波,11.279142926823845,neg,2,ns
雅致,11.279142926823845,neg,2,a
飞利蒲,11.279142926823845,neg,3,nr
款型,11.279142926823845,neg,2,n
花镜,11.279142926823845,neg,2,n
深邃,11.279142926823845,neg,2,a
设计,11.240778562620765,neg,2,vn
补充,11.238500942326498,neg,2,v
音响效果,11.226675506929709,neg,4,n
一如既往,11.224573984284422,neg,4,i
便于,11.215012589404129,neg,2,v
畅享,11.186033522432364,neg,2,v
适,11.160498430325225,neg,1,v
做,11.150668369091878,neg,1,v
摸上去,11.109217925381532,neg,3,l
差一点,11.086497848881447,neg,3,d
老,11.083805772757387,neg,1,a
秒,11.068575940884188,neg,1,m
足以,11.068575940884188,neg,2,v
夸,11.041853933826605,neg,1,v
以为,11.033386512421888,neg,2,c
过硬,11.03121541338026,neg,2,a
玩玩,11.02299490657529,neg,2,n
跑分,11.016108520990052,neg,2,v
很亮,11.009682251830615,neg,2,zg
接听电话,11.008495336880173,neg,4,l
拍照片,10.98766183346301,neg,3,n
用用,10.98766183346301,neg,2,p
别的,10.982161189066714,neg,2,r
功耗,10.975963176381274,neg,2,n
流,10.957214831936483,neg,1,n
年轻人,10.953098723464251,neg,3,n
Flyme,10.948994325131514,neg,5,eng
不足,10.946373624972379,neg,2,a
当自强,10.900631303570115,neg,3,i
面积,10.897464024491434,neg,2,n
炸,10.897464024491434,neg,1,n
认可,10.89746402449143,neg,2,v
高性价比,10.89746402449143,neg,4,l
星河,10.888003695242366,neg,2,n
是夜,10.864105427544999,neg,2,t
响应,10.84618351954774,neg,2,v
便利,10.823463443047656,neg,2,a
可玩性,10.814474659820402,neg,3,v
火龙,10.806655155361103,neg,2,n
变成,10.805541535050393,neg,2,v
背后,10.768181007546467,neg,2,f
如初,10.69418042610269,neg,2,t
影相,10.69418042610269,neg,2,n
算不上,10.69418042610269,neg,3,l
润,10.69418042610269,neg,1,v
长条,10.69418042610269,neg,2,n
慢慢,10.693409886624309,neg,2,d
具体,10.680505489205611,neg,2,a
清爽,10.57553592960407,neg,2,a
mate30,10.549201781790607,neg,6,eng
薄厚,10.542177332657637,neg,2,a
就行了,10.538061224185409,neg,3,l
说实话,10.538061224185405,neg,3,l
咋,10.53068169381981,neg,1,r
改善,10.53068169381981,neg,2,v
最低,10.524255424660376,neg,2,a
摸索,10.521343829240474,neg,2,v
看清,10.516034917855409,neg,2,v
纯属,10.482426525212588,neg,2,n
研究,10.480055620749843,neg,2,vn
女,10.471788004766243,neg,1,b
强调,10.471788004766243,neg,2,v
想,10.436654480214669,neg,1,v
什么样,10.431146020268898,neg,3,r
下巴,10.431146020268898,neg,2,n
稍,10.42087768481507,neg,1,zg
国产品牌,10.404673808907702,neg,4,n
方正,10.340543471487987,neg,2,nr
忍不住,10.312501523770276,neg,3,v
评测,10.293642496518961,neg,2,vn
find,10.279142926823845,neg,4,eng
主,10.258678824264129,neg,1,b
色彩,10.23533921501864,neg,2,n
比不上,10.208753598932446,neg,3,l
只,10.192752629329854,neg,1,d
刺耳,10.191680085573505,neg,2,n
很顺,10.160498430325227,neg,2,zg
追加,10.141639403073912,neg,2,v
生态,10.14163940307391,neg,2,n
如丝,10.123023724906565,neg,2,v
调教,10.083222716848589,neg,2,nz
幸运,10.077509065654194,neg,2,a
优,10.056750505487395,neg,1,n
梯队,10.016108520990052,neg,2,n
烫,10.016108520990052,neg,1,v
iPhone11,9.965482447920085,neg,8,eng
电话薄,9.957214831936483,neg,3,l
相当于,9.928645679739713,neg,3,v
朋友圈,9.897464024491434,neg,3,n
数字,9.88155056200441,neg,2,n
戴,9.86926713266078,neg,1,v
看起来,9.849951333235142,neg,3,v
语言,9.84618351954774,neg,2,n
耐不,9.84618351954774,neg,2,l
谁,9.823463443047654,neg,1,r
plus,9.806655155361103,neg,4,eng
银,9.805541535050393,neg,1,ng
窄,9.805211738491433,neg,1,a
晒,9.781986807071497,neg,1,v
总是,9.780564732002295,neg,2,c
养眼,9.743090026583635,neg,2,n
解答,9.723326771762206,neg,2,v
及,9.714358308040318,neg,1,c
预装,9.709837021315659,neg,2,v
抖动,9.69418042610269,neg,2,v
开关机,9.69418042610269,neg,3,l
附,9.69418042610269,neg,1,v
视屏,9.694180426102688,neg,2,n
那个,9.68268478726486,neg,2,r
鸿蒙,9.679283854441895,neg,2,nr
水滴,9.667708214741499,neg,2,n
光学,9.653538441605344,neg,2,n
爆,9.646874711324331,neg,1,v
你们,9.635286737049121,neg,2,r
不管,9.624445530085016,neg,2,c
嘿嘿,9.623791098211292,neg,2,o
VIVO,9.617914531874622,neg,4,eng
短,9.606717584852351,neg,1,a
没得说,9.592396688145374,neg,3,l
看过,9.57553592960407,neg,2,v
儿,9.556676902352756,neg,1,n
感觉良好,9.556676902352756,neg,4,l
附带,9.542177332657637,neg,2,n
熟悉,9.534893945106722,neg,2,v
超棒,9.513608180460867,neg,2,n
男孩子,9.471788004766243,neg,3,n
期望值,9.471788004766239,neg,3,n
女孩子,9.453172326598894,neg,3,n
裸机,9.446252912659103,neg,2,b
母亲,9.381022540843057,neg,2,n
昨晚,9.366949307792652,neg,2,t
很小,9.338036615877414,neg,2,a
透彻,9.279142926823845,neg,2,v
小手,9.279142926823845,neg,2,n
手拿着,9.279142926823845,neg,3,l
晶莹剔透,9.279142926823845,neg,4,i
游戏,9.265980033994726,neg,2,n
实体店,9.213915304048227,neg,3,n
电报,9.197024306350341,neg,2,n
下面,9.197024306350341,neg,2,f
稍微,9.168718937130194,neg,2,d
LCD,9.168111614435102,neg,3,eng
mm,9.155760511318562,neg,2,eng
期待,9.137517867355356,neg,2,v
锦鲤,9.109217925381532,neg,2,n
后盖,9.109217925381532,neg,2,f
党,9.109217925381532,neg,1,n
好好看,9.109217925381532,neg,3,a
充满,9.090666990377965,neg,2,a
各位,9.090109102433829,neg,2,r
见,9.090109102433829,neg,1,v
酷,9.068575940884188,neg,1,n
冲,9.03926768567499,neg,1,v
侧边,9.02432902779502,neg,2,f
独特,9.016108520990052,neg,2,a
总体,8.999632768170375,neg,2,n
地方,8.971714401631598,neg,2,n
常用,8.957214831936483,neg,2,b
外形尺寸,8.957214831936483,neg,4,n
还好,8.939292923939218,neg,2,v
不敢,8.897464024491432,neg,2,d
饱和度,8.866942079714537,neg,3,n
信心,8.819711308186548,neg,2,n
快乐,8.781986807071497,neg,2,a
累,8.77664258629466,neg,1,a
大众,8.77664258629466,neg,2,n
立体声,8.729574332637881,neg,3,d
超清,8.72753902304912,neg,2,v
对焦,8.724554075146209,neg,2,vn
总,8.69418042610269,neg,1,b
年龄段,8.69418042610269,neg,3,n
块钱,8.694180426102688,neg,2,n
本人,8.673716323542974,neg,2,r
不得不,8.628888965850969,neg,3,d
热情,8.614010077418707,neg,2,n
飞快,8.599783475850748,neg,2,v
带劲,8.578703208682754,neg,2,v
木,8.578703208682754,neg,1,n
要好看,8.578703208682754,neg,3,a
平稳,8.578703208682754,neg,2,a
晴雪,8.578703208682754,neg,2,n
oled,8.578703208682752,neg,4,eng
度,8.56042903721386,neg,1,zg
怎么样,8.542177332657637,neg,3,r
老公,8.51940602499898,neg,2,nr
手上,8.51095860204692,neg,2,s
选,8.499329692307262,neg,1,zg
棒棒,8.489248974832464,neg,2,n
享受,8.483613440163031,neg,2,v
当年,8.482426525212588,neg,2,t
赛道,8.47178800476624,neg,2,n
最美,8.47178800476624,neg,2,a
他们,8.467671896294009,neg,2,r
正面,8.461519669312416,neg,2,ad
刷新,8.452679181818535,neg,2,v
满分,8.448424011700732,neg,2,d
加,8.442589840786885,neg,1,v
炫,8.436307725384674,neg,1,v
亮度,8.41124646283119,neg,2,n
界面,8.395522110538174,neg,2,n
标配,8.372252331215329,neg,2,vn
先进,8.372252331215327,neg,2,a
协调,8.372252331215327,neg,2,v
放,8.352637210652006,neg,1,v
接电话,8.331610346717982,neg,3,l
价钱,8.3225551884342,neg,2,n
失望,8.313245851787562,neg,2,v
飞起,8.312501523770276,neg,2,n
g,8.302191488355684,neg,1,x
超长,8.299474843474034,neg,2,v
哒,8.285683076268494,neg,1,zg
帮,8.268107404411824,neg,1,v
实在,8.265195808991919,neg,2,v
夜景,8.244066464194816,neg,2,n
妹妹,8.234499011769003,neg,2,n
风景,8.234499011769003,neg,2,n
红色,8.19775459998319,neg,2,n
硅胶,8.191680085573505,neg,2,n
功能丰富,8.191680085573505,neg,4,nz
逆光,8.191680085573505,neg,2,n
体积,8.191680085573505,neg,2,n
单,8.191680085573505,neg,1,n
大型,8.1725712626258,neg,2,b
物有所值,8.170618470045678,neg,4,l
玩起来,8.158127525862481,neg,3,l
抗,8.124874520594505,neg,1,v
带有,8.124874520594505,neg,2,v
上班,8.124874520594505,neg,2,v
满电,8.109217925381534,neg,2,nz
品,8.109217925381534,neg,1,v
输入,8.109217925381532,neg,2,v
图标,8.069689561194895,neg,2,n
电池电量,8.061912210603177,neg,4,n
OK,8.042103729522994,neg,2,eng
传说,8.03121541338026,neg,2,n
高兴,8.012356386128944,neg,2,b
出去,7.958864569155576,neg,2,v
追剧,7.958864569155576,neg,2,v
小小的,7.957214831936483,neg,3,z
用到,7.957214831936481,neg,2,v
形容,7.928645679739713,neg,2,n
快快,7.928645679739713,neg,2,d
机会,7.9278376735349525,neg,2,n
漂亮,7.903209033567084,neg,2,a
处理器,7.890662466512161,neg,3,n
身边,7.852878172121747,neg,2,s
其,7.84618351954774,neg,1,r
看着,7.821302039889531,neg,2,v
挺舒服,7.819711308186548,neg,3,z
那些,7.814474659820402,neg,2,r
随手,7.810001183241093,neg,2,d
及时,7.793716099653603,neg,2,c
吹,7.7872898304941724,neg,1,v
自营,7.772848318105682,neg,2,vn
nova,7.768181007546467,neg,4,eng
看好,7.768181007546467,neg,2,v
背面,7.767030991510369,neg,2,f
美的,7.755580970766832,neg,2,nr
yyds,7.755580970766832,neg,4,eng
信赖,7.740604763194041,neg,2,n
而言,7.730706302127805,neg,2,c
区域,7.6941804261026885,neg,2,n
修长,7.6941804261026885,neg,2,v
克,7.6941804261026885,neg,1,m
宽度,7.635286737049121,neg,2,n
划算,7.629428937599272,neg,2,v
旗舰机,7.6152290847078685,neg,3,vn
超出,7.524255424660376,neg,2,v
惊喜,7.507436781903792,neg,2,a
算法,7.49254656493304,neg,2,n
男女,7.471788004766241,neg,2,n
搞定,7.421161931696274,neg,2,v
触屏,7.4013986768748445,neg,2,n
直屏,7.386751900910443,neg,2,n
噢,7.372252331215327,neg,1,e
为什么,7.372252331215327,neg,3,r
店铺,7.34840558926096,neg,2,n
灵敏度,7.343683179018557,neg,3,n
过,7.32494661643697,neg,1,ug
P40,7.32494661643697,neg,3,eng
看电视,7.272973159583639,neg,3,v
友好,7.234748807465392,neg,2,a
需,7.183218506825311,neg,1,v
备用机,7.180336499010554,neg,3,n
足,7.1796072532729305,neg,1,a
标准,7.149859909878879,neg,2,n
简直,7.143424916966286,neg,2,d
心心念念,7.129395807319163,neg,4,n
看,7.083114379471866,neg,1,v
反馈,7.050324236327965,neg,2,v
适中,7.038386010556977,neg,2,v
不重,7.031215413380259,neg,2,d
分,7.027373347085867,neg,1,v
字体大小,6.993740707961598,neg,4,n
提高,6.977279923499916,neg,2,v
后面,6.964101217521723,neg,2,f
过渡,6.957214831936483,neg,2,v
同价位,6.897464024491432,neg,3,n
小巧玲珑,6.882513683025461,neg,4,i
主要,6.853961439419553,neg,2,b
音,6.806655155361103,neg,1,n
优点,6.69418042610269,neg,2,n
下单,6.667131067459771,neg,2,n
不好,6.629116969808912,neg,2,d
不如,6.6147098441152075,neg,2,c
建议,6.599783475850748,neg,2,n
容量,6.578703208682754,neg,2,n
超广角,6.5755359296040705,neg,3,nz
放大,6.540375090023655,neg,2,v
显微镜,6.516642240550501,neg,3,nr
数据,6.484727060473739,neg,2,n
w,6.373607610827337,neg,1,x
画面,6.334339106829562,neg,2,n
给力,6.292781749227846,neg,2,p
轻盈,6.25677511379539,neg,2,z
在线,6.2130537363660725,neg,2,b
主打,6.192546308980429,neg,2,n
该,6.187805776320962,neg,1,r
全部,6.149859909878879,neg,2,n
整个,6.149859909878879,neg,2,b
省,6.142576522327964,neg,1,n
鸡,6.102304507968155,neg,1,n
奈斯,6.029747343394051,neg,2,nrt
不够,6.013657041995955,neg,2,v
开始,5.927220091638645,neg,2,v
方便快捷,5.921590922205761,neg,4,z
媳妇,5.904103495476921,neg,2,n
完美,5.902429847959402,neg,2,a
蓝色,5.897713820187821,neg,2,n
美,5.870857864363762,neg,1,ns
抢,5.865786874816338,neg,1,v
自己,5.759099753450382,neg,2,r
充足,5.7548875021634665,neg,2,a
声音洪亮,5.739984115715814,neg,4,n
竟然,5.73765906276957,neg,2,d
算力,5.529820946528696,neg,2,n
小孩,5.486782106782252,neg,2,n
配上,5.462706750670158,neg,2,v
毋庸置疑,5.412781525338476,neg,4,l
吃,5.3729520979118295,neg,1,v
震撼,5.372252331215327,neg,2,v
当然,5.334013526927638,neg,2,d
亮眼,5.292781749227846,neg,2,n
ColorOS,5.27367292628014,neg,7,eng
观察,5.269698136114805,neg,2,v
推荐,5.204055534587722,neg,2,v
拿在手上,5.170618470045676,neg,4,l
K,5.139591574425051,neg,1,x
